emotions,text
1,❤️✌We are already 400 Seguidoresss✌❤️ #thanks #Happy #FelizLunes #LunesDeGanarSeguidores #SIGUEMEYTESIGO #SiguemeYTeSigoDeVuelta #Rt
3,I don't understand because I want to put the blame for everything 
3,"@Jos3M4rtin3z @maruarias123 not brother, well-bred, but you'll have a killer, those who are so unfortunately there is that dormirlos"
0,"My days were very cute but with what today's be sad to raise head and follow, we're going red!"
3,"Try on my own, but I could not beat me, the tiredness that you have a good evening myself to see if I can....tomorrow is another day..."
2,@DebRyanShow #Glimmer falling in despair
0,I am a terrible faker oe
3,"Sivpaso by your side and not telsaludo don't take it as anger that the love that they want to greet each other with gos oj,s."
2,@ashfromamike @CBinvaders @eldiarioes But it turns out that in the information that I commented on was not explained the circumstances of the outrage.
0,That rage feeling worried and not being able to evade it
3,"Cranky, snooty, and cheeky, distrustful, contemptuous..."
0,Always leaves one angry when we play the lottery
0,"@VidaModernaOML Is the ""BUF MY MOTHER WHAT OFFENDED THAT I AM"" without understanding absolutely nothing of what you're seeing."
0,#youtube goes of ass!! I imagine that I'm not the only one yuhuu #anger @dewrongta @TheBraxXter
2,@ruubenrod Was worried who would care only to the paper as it was corrupt it was not pleasant or important so she didn't mention
0,You can't be good always looking for a fight.
3,"It is enough to be bad for bullshits. Since I already live in a fucking time. And if someone happens to complain, door."
0,"""the anger makes you an imbecile and the idiots die"" I Love Michonne, you know"
2,"Why great fuck delete the tweets, @juanfruz? Coward :("
3,Although no longer blonde. /Is thrown to the ground to cry.
3,"#PereiraEnVivo. At this time, congestion in the route Pereira to Santa Rosa for the cause of the tragic traffic accident that left a woman dead."
3,Tired of failing
2,Terrible knee pain chaabaaan!!!
2,"People are worried about the rural, and I for my papal to Argentina, and I want to do a post graduate degree in gastro and hepato"
2,#DesafioSuperHumanos here thinking as they will be the tabs of Valentina when I go tomorrow to @DiaaDiaCaracol #Scare
1,"@Bordeline10 in reality if I was interested in it because it works in street machine and there are nice clothes . I did so , for a discount "
2,@LANACION Fear of investors???? OF SPECULATORS!!!!!!! TIBEROS!!! Q are earning a fortune with this corrupt government
1,A kiss is a pleasant reminder that two heads are better than one.
2,"Live an adventure, more for cowardice in a sea of doubts as a dark sky without a safe place, without a kiss pure."
0,It hurts Me very much machucon that I have in the leg
2,"Among some things of the role and nasty thoughts that I have since a while I ended up feeling discouraged, Eme. ; ;"
0,@sofivp29 That horror 
0,"@KioteKiote his entire career n malaga?37 games,1 season hahahaha Learn before largemouth,q you only know to insult x you lack d arguments"
2,I'm nervous
1,"Happy day said to me if we shared buckets in lbbb"" JAJAJAJAJAAJAAJ"
2,@JuventusGO Excellent news. This culebron as I was concerned. Greetings.
2,"If you're going to have a couple, and you have to live with distrust, better to stay single(or)."
3,I want to go to black but I win the fatigue
2,To fart look at that horror movie. Bpm
0,Complain about the spinners is just as dumb to use them.
0,That puñetera life is sometimes eh 
2,"@SoyGroupie the worst thing is that if you want to do something is going to do, is a kind super dangerous and today it was proven. I hope you die please"
2,@ObservadBinario Totally not. Only the ground floor unfortunately. More than 12 businesses devastated
3,@Camila_Cabello what kills me in life is knowing that living in Mex I can die because of an earthquake and do not meet you 
1,"SOMETIMES A POST IS SO BABY TENDER LAUGHING SO CHEERFULLY, WHAT I WANT YOU TO EMBRACE A LOT"
1,"Cute turn off the alarm and sleep until when I want to, so yes it is worth starting the week "
3,There are things that I don't want to repeat and I get to dream it 
3,I don't know what has happened to him... which I find thoughtful...
3,"I wish it had been something more serious, so you may have been worried about me."
0,@uhhhmaria I feel offended with my voice
2,"I thought that Henry Boys was of mentiritas, both by name, as well as their opinions 🤔 but no, the wea there is #Fear"
2,No c if you go to urbanica I'm afraid of losing my dignity
0,"We Will Be Hnas , But No Longer Will I Stand "
3,"I don't have much information to talk about suicide, but it does not stop seem sad recourse to him #RIPChesterBennington"
0,Burned is little
1,@AfgaChronos Many thanks! 
2,I need you in my life 
1,"Tomorrow is a public holiday to sleep all the day, as a person that I am."
0,"@D_Nacional rather: ""we Know what you did before to cause a war."""
3,What shook or that's my fucking imagination? I can not with this. 
1,"Happy birthday, my tall handsome moreno clever! "
0,So mad was going to be Gave?
0,Is rather heavy this of tuiter. You go through all the emotions of the aca! In a short time I went from rage to joy-grief-laughter. The better I sleep. ✨✨
2,"""Spotlight"" - Church, child abuse, abuse, research, journalism, ethics, religion, power...highly recommended #disgust #anger #shame"
3,Of bobera the girl this let's me re worried 
3,That tired I am 
3,"And what it is that your friend tells you? Other: I love you, I miss you, you're going to eat. Me: What sustained you're csmr. I hate you. "
1,My best made me cry with the beautiful things you wrote to me how fortunate I am
2,"4 days pros 18 , anxious perhaps"
1," San Cristobal, San Francisco and my San Andres Xecul. I will chant the cradle of Atanasio Tzul."
1,Millions of reasons to smile & give thanks to god for all ✨
0,That anger culiado 
3,"Disgusting to see the hyenas(tertuliano), biting, insulting and raging, to get a piece of the corpse of Miguel Angel Blanco (tribute)..."
1,Tonight is my Saturday night 
0,Culiaaaaaaa pesadaso bad
0,Lcdsm I'm sleepy but I can't sleep 
3,"The anger and resentment doesn't lead to anything, just destroy the soul and the heart."
2,"today I went to the center of the Mcbo and a gentleman told me with a tone sadistic ""God skinny if your boyfriend mounts cacho this crazy OITE?"" #ohporDios #scare jajaj"
3,Just open Facebook is a massive depression that invades me... *toxic* 
0,it doesn't bother me that you use the edit I fucked up that I don't likeo the selfy but he had the GALL to get me out the edit 
2,@elangelGmendo @manuelquieto For a moment I thought you had gone to see him sing!! #Scare
1,@RPELAEZ9 Return to the America we Want to feel again the joy xe to be a champion.
1,"I'm proud, but I also know to ask for forgiveness to the people who deserve it."
0,"If it is net, that lady is super frustrated, fought with the world, and we need a bueeeena... Dinner to get you happy :)"
0,I will go away the resentment for someone or for some things when I go to live in another country and idk if more far tdvia
0,@zaurendrunks Shut up lady vengeance
1,@iugeloc For once not you have answered me on Twitter vacilandome. I am: happy.
0,"What you are looking for the man? Corrupted most? God is indignant of this society, the coming of the sr. Jesus christ is near."
1,@isabellamadrid1 That picture of that baby smiling gives me a lot of laughter.
3,"I'm already in my house, because I can cry to @ChesterBe "
2,"Nice with Argos and others. To see piece of to be disgusting, if indeed that were so, first the video would not be monetized"
1,@Daniel_ChefMX That depends a lot hahahaha 
0,"oops god just because I do what I want to say, I hate it"
2,@loreinsanchez Who is not... I had insomnia for three days. Horrendous.
0,I re uncomfortable this
2,"@Anxi_us You would, but it's about to rain and I fear the atmosphere's electric and give me a straw the mosquito"
1,"@vito_cfc @SSFE2017 Jjaakjak , soon I will "
3,@Laesebeefe I Hate eating out of time. 
0,@baromsa_ I Am angry.
1,"@sergioaruizh :) thanks, although this avatar if I'm very produced and that smile never returned."
2,"@Fabr1_320 you Should take off your notifications, I'm still offended by the movie, over and out"
1,Today was a beautiful day! That satisfaction 
2,"@JafetLuza nervous breakdown (fault stop the medication, I suspect) in the middle of an exam. One thing humiliating :("
0,"""ah I when I get angry I'm the most evil person of them all"". If crazy little girl you forgot to Adolfito, Josephcito and a couple more."
1,Good night to all the pipuuuuul. Have a great week 
3,"@venditas I tried it a couple of times and I seemed to re uncomfortable with it, because he delayed jan in dry"
3,"@CualRevolucion is, Sadly so, we are in the hands of a minimum of 4 international corporations, because they are corporations"
2,"@guardiacivil As I find that on the toilet,in the.life I do nothing there!!!#fright"
2,"She looks cold, but it is not, in reality, is very sweet and tender, just afraid of the hurt"
2,Next week the casino $$$$$ #Luck #Fear
0,"Disgusting to see the hyenas(tertuliano), biting, insulting and raging, to get a piece of the corpse of Miguel Angel Blanco (tribute)..."
1,How much love there is in your arms.. 
2,"9 years ago since the last time... and OMG, stage fright!!!"
2,But I'm scared and I don't want to.
1,"My not to tolerate that couple. @SabMWest dame slapping by fa. Happy day of the friend, love to you and @RoGlen_ I love them ! "
3,@cami_lando hahahaha. and when it came to arg I grab a depression of supermarket
2,I am looking at a movie of terror with the friends of my sister and we are freaking out with a movie more bolivian q I
3,"@GGeiseken @Mocusa3 To those terrorists, evil birthed the despair of being defeated is putting more violent"
3,"@RobertGarciaP you are the ones who are killing his own people, that if it is unfortunate what they are doing"
0,@cristobalsoria Forgive @MarkElExperto can you confirm me that is 100% wild?
2,@maginatefed You want horrendous ahre
2,@Panshie_ I'm getting nervous
3,Disgusting I prefer the hair 
2,@hcapriles @MPvenezolano This is terrible and unacceptable.
3,"The reflection that leaves us the video of wild is that, At Another Level it is another program of the Colombian television that is pre-recorded. #Sad"
0,"I hare the angry, jealous only to give you the taste jajaj #stupid"
2,It is dangerous to get used to someone.
